host,link,time,auth,follower,following,age,gender,country,location,sentiment,contents,uniqueid,authname
http://twitter.com/streethustledym,http://twitter.com/StreetHustleDym/statuses/377280698421620736,2013-09-10T04:01:42Z,7,5521,5934,,,US,ATL - NEW YORK - MIAMI - LA,,#WildNWasted will consist of #KSU #AUC #GSU #Emory #GGC #GTech this is for the party animal that loves a good night! http://t.co/WADzr0nAUh,3.77281E+17,Street Hustle Dymez
http://twitter.com/gtech_support,http://twitter.com/GTech_Support/statuses/343156013744136192,2013-06-08T00:02:23Z,5,590,36,,,US,California,,Have a great weekend everyone and we will be back next week. #GTechnology,3.43156E+17,G-Technology Support
http://twitter.com/gtech_support,http://twitter.com/GTech_Support/statuses/368091106040610816,2013-08-15T19:25:33Z,5,590,36,,,US,California,,Great Information RT @lovtrain: An Introductory Guide to Data Recovery http://t.co/rbY9QxKTks #Backup #Data,3.68091E+17,G-Technology Support
http://twitter.com/mariiiiyaa,http://twitter.com/mariiiiyaa/statuses/381518249529065473,2013-09-21T20:40:13Z,5,368,207,,,US,"Charlotte, North Carolina",,GTech beat Carolina.. It's a good day,3.81518E+17,Mariah Edwards
http://twitter.com/elibsabeth,http://twitter.com/elibsabeth/statuses/378779541130330112,2013-09-14T07:17:34Z,4,260,175,,,US,"Atlanta, GA",,Tonight was the most fun ever  I'm going to Gtech more,3.7878E+17,Lizzie Pearson
http://twitter.com/justinfuquay,http://twitter.com/justinfuquay/statuses/369860458825523201,2013-08-20T16:36:19Z,5,480,447,,,US,"summerfield,nc",,This 45 min drive to gtech everday ain't cool when you get 15 mpg,3.6986E+17,justin fuquay
http://twitter.com/3amigosplus1,http://twitter.com/3amigosplus1/statuses/342440493218680833,2013-06-06T00:39:10Z,5,902,850,,,US,Atlanta,,"Just finished workouts with @ShaylaShay24 . Phenomenal work ethic. Gonna have a great final season at GTech. ""Man its Been a long day"" lol",3.4244E+17,Denzail Jones
http://twitter.com/good_time_gabe,http://twitter.com/Good_Time_Gabe/statuses/386654632313118720,2013-10-06T00:50:22Z,3,87,209,,,US,"La Saguesera, Miami",,What's w/ the metal detectors #GTech? I thought we were the convicts. #beatgt #gocanes @ Sun Life Stadium http://t.co/o06xU14K4d,3.86655E+17,Gabe Trujillo
http://twitter.com/then_gtech,http://twitter.com/THen_GTech/statuses/343366648469782528,2013-06-08T13:59:23Z,6,1025,189,,,US,#GeorgiaTech / Atlanta Ga.,,"RT @jay_grant11 ""I gotta good girl.""",3.43367E+17,Travin Henry
http://twitter.com/jill_tardiff,http://twitter.com/Jill_Tardiff/statuses/341957189348503552,2013-06-04T16:38:41Z,2,51,247,,,US,Las Vegas,,RT @claytheproducer Great NCAA Championship run for @UNLVGolf. Down big after 2 days and nearly defeated GTech in playoff matchplay @UNLVAthletics,3.41957E+17,Jill Tardiff
http://twitter.com/chrisiskingx,http://twitter.com/Chrisiskingx/statuses/401149626860183553,2013-11-15T00:48:18Z,5,393,377,,,US,SoFla  and Orlando,,Is it just me or does the triple option only look good when AFA does it? Hate GTECH,4.0115E+17,ChrisisKingx
http://twitter.com/titofrfr,http://twitter.com/TitoFrFr/statuses/386464888639340545,2013-10-05T12:16:24Z,4,189,156,,,US,"Miami/Bradenton, FL-Tiffin, OH",,RT @hurricanesports Good morning  Canes. Feel like Beating GTech today?,3.86465E+17,Tito
http://twitter.com/good_time_pat,http://twitter.com/good_time_pat/statuses/383211418201624576,2013-09-26T12:48:16Z,5,519,1033,,,US,Orlando,,@KingLew_88 vtech. Gtech the only one we littlr worried bout,3.83211E+17,Brooks McKenna
http://twitter.com/icat8,http://twitter.com/icat8/statuses/388335174272184320,2013-10-10T16:08:15Z,4,222,987,,,US,"Atlanta, GA",,@a15Lemon good weekend despite outcome of the game. U should come to #ATL for GTech game,3.88335E+17,Ian Thompson
http://twitter.com/iamjmidd,http://twitter.com/IAMJMIDD/statuses/379275196034973696,2013-09-15T16:07:07Z,9,21718,556,,,US,"ATL, GA!",,I think I'm down to just me n my friend @Brooks_Shannon on this GTech fan wagon. I'm cool with it. We.ll suprise ppl this year I think,3.79275E+17,J*MIDD
http://twitter.com/cool_sops,http://twitter.com/Cool_Sops/statuses/382300919494230016,2013-09-24T00:30:16Z,4,267,555,,,US,"Atlanta, GA, USA",,Got a T-Shirt from Twitter @ #GTech http://t.co/MeXcXewPUy,3.82301E+17,Swapnil Deshpande
http://twitter.com/then_gtech,http://twitter.com/THen_GTech/statuses/365445110248382464,2013-08-08T12:11:18Z,6,1025,189,,,US,#GeorgiaTech / Atlanta Ga.,,RT @_QuintFletch Cause you a good girl & you know it... I know exactly who you can be...,3.65445E+17,Travin Henry
http://twitter.com/jasonmizrachi,http://twitter.com/JasonMizrachi/statuses/386460308375875584,2013-10-05T11:58:12Z,5,718,484,,,US,"Miami, FL",,“@hurricanesports: Good morning  Canes. Feel like Beating GTech today?” #WreckTech! #GOCanes!,3.8646E+17,Jason Mizrachi
http://twitter.com/dalexanderjr_,http://twitter.com/DAlexanderJr_/statuses/386504674016514048,2013-10-05T14:54:29Z,3,59,61,,,US,Virginia,,RT @hurricanesports Good morning  Canes. Feel like Beating GTech today?,3.86505E+17,David Alexander
http://twitter.com/ken_hodzic,http://twitter.com/Ken_Hodzic/statuses/383372570999140352,2013-09-26T23:28:38Z,5,301,296,,,US,Glendale,,Vtech vs Gtech is gonna be good,3.83373E+17,Kenan
http://twitter.com/finsupgolfer,http://twitter.com/finsupgolfer/statuses/355864182270332929,2013-07-13T01:40:07Z,4,188,495,,,US,"Muscatine, Iowa",,56°  Pelz  GTech at 2 different locations  Pelz  60°... Damn good short game sesh tonight. Ready for tmrw!,3.55864E+17,Scott Schultz
http://twitter.com/rmojica9,http://twitter.com/RMojica9/statuses/386677346801307648,2013-10-06T02:20:38Z,3,123,403,,,US,"Miami, Fl",,RT @JennStraws Canes complete sweep of GTech as @CanesVB takes match. VB remains undefeated in ACC!!! Great weekend #CanesFam #FullSpeedAhead,3.86677E+17,Randy Mojica
http://twitter.com/gphale24,http://twitter.com/Gphale24/statuses/386460302461902849,2013-10-05T11:58:10Z,4,257,426,,,US,"Lexington, KY",,RT @hurricanesports Good morning  Canes. Feel like Beating GTech today?,3.8646E+17,G. Patrick
http://twitter.com/flanole831,http://twitter.com/flanole831/statuses/386575101216718848,2013-10-05T19:34:21Z,2,13,65,,,US,"Neptune Beach, FL",,@AJonesACC This GTech Miami game should be good.,3.86575E+17,David Henderson
http://twitter.com/mikerose77,http://twitter.com/MikeRose77/statuses/378990547139956736,2013-09-14T21:16:02Z,5,532,244,,,US,Chicago,,Afternoon session not nearly as fun. VOLS & BAMA Under on life support at the half. GTECH only position looking good.,3.78991E+17,Mike Rose
http://twitter.com/classboojie,http://twitter.com/ClassBOOJIE/statuses/386476296588787712,2013-10-05T13:01:44Z,5,485,462,,,US,"My Heart is in Buffalo, NY",,RT @hurricanesports Good morning  Canes. Feel like Beating GTech today?,3.86476E+17,Marcheta-Ambrea
http://twitter.com/anaestes,http://twitter.com/anaestes/statuses/370288603865579520,2013-08-21T20:57:37Z,4,322,519,,,US,"Cranston, Rhode Island",,Can't believe I just finished summer internship number 2. Thanks for everything  #GTECH! It's been great  but now on to Syracuse tomorrow!,3.70289E+17,Ana Estes
http://twitter.com/davidkehrli,http://twitter.com/DavidKehrli/statuses/397729512013959168,2013-11-05T14:17:59Z,4,146,469,,,US,"Raleigh, NC",,Damn... “@Follow24Hodge: Not a good look! #GTech http://t.co/lQrEawYTHw”,3.9773E+17,David Kehrli
http://twitter.com/neimanmarcuss,http://twitter.com/NeimanMarcuss/statuses/381448595779887105,2013-09-21T16:03:26Z,5,483,352,,,US,Virginia,,UNC GTech might be a good game lowkey,3.81449E+17,Bentley Ellis
http://twitter.com/globalshaperpgh,http://twitter.com/GlobalShaperPGH/statuses/376433580639256576,2013-09-07T19:55:34Z,3,216,431,,,US,"Pittsburgh, PA",,"PIT Talk 8 is at 4:04pm with Andrew Butcher of @GTECH. It's titled ""The Great Sunflower Hunt: The Journey is the Destination"" #thrival",3.76434E+17,Global Shapers PGH
http://twitter.com/1miamihurricane,http://twitter.com/1MiamiHurricane/statuses/386460386582482944,2013-10-05T11:58:30Z,6,1634,1257,,,US,Lost in Chicago,,YES! (and OSU!) RT @hurricanesports: Good morning  Canes. Feel like Beating GTech today?,3.8646E+17,Chicago Hurricane
http://twitter.com/tethertools,http://twitter.com/TetherTools/statuses/398497046497624064,2013-11-07T17:07:54Z,6,2432,1660,,,US,U.S.A,,Product Highlight: http://t.co/rpRwdB7FfX Great portable drive for backup #tethering #gtech #g-drive #togs #video,3.98497E+17,TetherTools
http://twitter.com/developerjbs,http://twitter.com/DeveloperJbs/statuses/390269671678558210,2013-10-16T00:15:15Z,3,37,8,,,US,United States,,Software Engineer $ Software Quality Engineer I at GTECH (Sacramento  CA) http://t.co/qia8YgWGdI,3.9027E+17,Developer Jbs
http://twitter.com/caitykerr4,http://twitter.com/caitykerr4/statuses/368787702079975424,2013-08-17T17:33:34Z,6,974,821,,,US,"Greensboro, North Carolina",,I swear though once I'm done with gtech and go to ecu hopefully I better have a cool roommate,3.68788E+17,Caity Kerr™
http://twitter.com/collegehoopnews,http://twitter.com/CollegeHoopNews/statuses/392735211844153344,2013-10-22T19:32:25Z,5,465,601,,,US,"Framingham,Ma",,Stock Up: Georgia Tech- Trae Golden gives the Yellow Jackets a boost while Robert Carter and Marcus Georges-Hunt form a great duo. #GTech,3.92735E+17,Tony Patelis
http://twitter.com/jordantleigh,http://twitter.com/JordanTLeigh/statuses/358357790378557441,2013-07-19T22:48:49Z,5,394,340,,,US,North Carolina 336,,Going to GTech is gonna be great cause I'm not gonna want to talk/get to know anyone so I'll just get in  take my class  and get out.,3.58358E+17,Jordan Leigh
http://twitter.com/ladybugs_rule,http://twitter.com/ladybugs_rule/statuses/401839583291539456,2013-11-16T22:29:57Z,3,57,251,,,US,"Monroeville,Alabama",,RT @BenTateRB Yea would blow GTech out of the stadium coach 😂RT @ZacEtheridge4: Auburn Look Damn GOOD!! #WDE,4.0184E+17,Lisa Pate
http://twitter.com/gtech_fitness,http://twitter.com/Gtech_Fitness/statuses/371278644653862912,2013-08-24T14:31:41Z,4,238,154,,,US,"Houston, TX",,The Stud Bar Pull Up Bar offers extreme versatility with it's 600 lb weight capacity and quality com http://t.co/7S7k2Gl9L9,3.71279E+17,Gtech Fitness
http://twitter.com/emanu907,http://twitter.com/EManu907/statuses/404382958598885377,2013-11-23T22:56:25Z,4,220,174,,,US,"Anchorage, ALASKA✈Laie, HAWAII",,RT @BrandonCGurney lack of quality DL depth raring its ugly head in this one...I maintain that Manumaleuna hasn't been the same since GTech game,4.04383E+17,Ephraim Manumaleuna
http://twitter.com/pghinnovators,http://twitter.com/PGHInnovators/statuses/401420849200513026,2013-11-15T18:46:03Z,4,561,1199,,,US,"Pittsburgh, PA",,RT @MariaPisano GTECH: WQED Pittsburgh Innovators Profile: http://t.co/n2GhkevCHr via @youtube (Great look at co. working to make our vacant spaces green.),4.01421E+17,PGH Innovators
http://twitter.com/fostermvp,http://twitter.com/FosterMvp/statuses/372370381614505984,2013-08-27T14:49:51Z,4,229,177,,,US,SOUTH CAROLINA,,@BritanyYoung_ I been good. You go to gtech still?,3.7237E+17,TheOnlyOne
http://twitter.com/thejohnay,http://twitter.com/thejohnay/statuses/394191456824352769,2013-10-26T19:59:01Z,4,152,396,,,US,"Ripon, Ca.",,Final morning tally: 0-3-1. Is that good? Late Gtech TD gave me a push instead of a W with Virginia. Smh,3.94191E+17,John Morotti
http://twitter.com/then_gtech,http://twitter.com/THen_GTech/statuses/364952877803913217,2013-08-07T03:35:21Z,6,1025,189,,,US,#GeorgiaTech / Atlanta Ga.,,Its all about being happy right?,3.64953E+17,Travin Henry
http://twitter.com/yourdreamjess,http://twitter.com/yourdreamjess/statuses/386525154362535937,2013-10-05T16:15:52Z,3,131,244,,,US,miami ☀,,RT @hurricanesports Good morning  Canes. Feel like Beating GTech today?,3.86525E+17,Jessie Arlene!
http://twitter.com/gtech_support,http://twitter.com/GTech_Support/statuses/343139256551735296,2013-06-07T22:55:48Z,5,590,36,,,US,California,,Thanks to @lovtrain for all the RT's. #FollowFriday @lovtrain  G-Technology Team http://t.co/QVBWwxgJnB have a great weekend everyone. #FF,3.43139E+17,G-Technology Support
http://twitter.com/therealballgame,http://twitter.com/therealballgame/statuses/383373774768599040,2013-09-26T23:33:25Z,4,147,226,,,US,Boston,,Rece Davis making fun of the nerd 30 seconds into the broadcast not bad #gtech,3.83374E+17,Teddy Ballgame
http://twitter.com/broadbandri,http://twitter.com/BroadbandRI/statuses/364486922174873600,2013-08-05T20:43:48Z,5,697,834,,,US,"Providence, RI",,Happy to partner w @mobilebeacon & PHA on digit classes for families! G8 event today with GTECH and @Angel_Taveras http://t.co/hkgNoxaSnt,3.64487E+17,Broadband RI
http://twitter.com/gtech_fitness,http://twitter.com/Gtech_Fitness/statuses/368127054791057408,2013-08-15T21:48:23Z,4,238,154,,,US,"Houston, TX",,These TKO 501NGB Neoprelux Boxing Gloves-16oz are a great addition for home gyms  fitness centers an http://t.co/J5tF7KwcQz,3.68127E+17,Gtech Fitness
http://twitter.com/then_gtech,http://twitter.com/THen_GTech/statuses/343377609897414657,2013-06-08T14:42:56Z,6,1025,189,,,US,#GeorgiaTech / Atlanta Ga.,,RT @draj_3d Ayy nobody we t harder than my homie @ShaqDiesel_70 last night man  my boy had a great time,3.43378E+17,Travin Henry
http://twitter.com/gtech_support,http://twitter.com/GTech_Support/statuses/352574207961481216,2013-07-03T23:46:56Z,5,590,36,,,US,California,,Have a fun and safe independence day weekend  we will return on Monday July 8th at 8:00 am Pacific Time.,3.52574E+17,G-Technology Support
http://twitter.com/lawrenknight,http://twitter.com/lawrenknight/statuses/401148636085489665,2013-11-15T00:44:22Z,4,209,367,,,US,"Gulfport, MS",,@WadeRogersGT Good sister award goes to ME!! #GTech #GTvsCLEM GO JACKETS!! 🐝🏈 http://t.co/xWMHr9s2mO,4.01149E+17,Lauren Knight
